Name,Location,Level
Charmander,White Forest,61
Poliwag,Lacunosa Town,47
Spearow,Sunyshore City,64
Nidorino,Ever Grande City,79
Ditto,Nuvema Town,76
Bulbasaur,Dendemille Town,46
Slowpoke,Vaniville Town,85
Rattata,Two Island,1
Ekans,Saffron City,97
Magneton,Pallet Town,96
Lickitung,Cherrygrove City,99
Pidgeotto,Petalburg City,1
Farfetch'd,Nimbasa City,73
Abra,Coumarine City,36
Staryu,Nimbasa City,9
Gyarados,Anville Town,72
Horsea,Laverre City,42
Cloyster,Olivine City,6
Articuno,Geosenge Town,92
Dewgong,New Bark Town,71
Squirtle,Fortree City,99
Primeape,Undella Town,13
Nidorina,Violet City,24
Poliwag,Slateport City,59
Hitmonlee,Lumiose City,56
Mewtwo,Couriway Town,49
Lickitung,Viridian City,76
Beedrill,Lavaridge Town,78
Mankey,Celestic Town,37
Tauros,Frontier Access,72
Hypno,Azalea Town,88
Wigglytuff,Undella Town,90
Vulpix,Lilycove City,92
Ditto,Littleroot Town,69
Eevee,Pallet Town,89
Doduo,Petalburg City,84
Abra,Celestic Town,14
Golem,Cherrygrove City,95
Dragonair,Black City,2
Seadra,Pallet Town,56
Gyarados,Pewter City,51
Dugtrio,Fortree City,15
Aerodactyl,Nacrene City,84
Hypno,Icirrus City,22
Wartortle,Survival Area,27
Parasect,Littleroot Town,88
Dratini,Undella Town,13
Graveler,Three Island,7
Horsea,Shalour City,22
Krabby,Goldenrod City,52
Machop,Ecruteak City,61
Venonat,Fallarbor Town,7
Snorlax,Pastoria City,27
Pinsir,Jubilife City,68
Pidgeotto,Six Island,27
Slowpoke,Resort Area,87
Koffing,Littleroot Town,71
Spearow,Icirrus City,16
Fearow,Oreburgh City,90
Arcanine,Driftveil City,73
Venusaur,Safari Zone Gate,88
Clefable,Cherrygrove City,27
Haunter,Sootopolis City,33
Nidorina,Blackthorn City,18
Poliwhirl,Couriway Town,5
Arcanine,Anville Town,1
Poliwrath,Nacrene City,25
Scyther,Safari Zone Gate,39
Parasect,Anville Town,46
Alakazam,Lavender Town,51
Drowzee,Anville Town,26
Weedle,Kiloude City,14
Dragonite,Sunyshore City,95
Bulbasaur,Six Island,28
Growlithe,Hearthome City,46
Meowth,Lacunosa Town,2
Abra,Violet City,28
Parasect,Twinleaf Town,60
Paras,Nimbasa City,43
Slowpoke,Eterna City,37
Slowbro,Anville Town,11
Gengar,Twinleaf Town,2
Wigglytuff,Vaniville Town,62
Parasect,Resort Area,95
Rattata,Littleroot Town,13
Goldeen,Dewford Town,69
Krabby,White Forest,9
Mr.,Mistralton City,3
Marowak,Blackthorn City,56
Arbok,One Island,3
Hitmonlee,Canalave City,18
Sandshrew,Nuvema Town,98
Rhyhorn,Undella Town,11
Raichu,Nimbasa City,26
Ninetales,Lavender Town,4
Snorlax,Snowpoint City,62
Oddish,Couriway Town,75
Venusaur,One Island,7
Golbat,Castelia City,68
Electrode,Azalea Town,91
Rapidash,Nimbasa City,39
Nidorino,Cherrygrove City,94
Caterpie,Oldale Town,42
Geodude,Eterna City,21
Porygon,Shalour City,22
Seel,White Forest,67
Electrode,Mahogany Town,69
Mewtwo,Fight Area,74
Horsea,Fuchsia City,53
Machop,Kiloude City,52
Hypno,Celestic Town,12
Kadabra,Kiloude City,28
Diglett,Santalune City,35
Dratini,Sootopolis City,63
Jigglypuff,Virbank City,72
Exeggcute,Lentimas Town,75
Magikarp,Blackthorn City,20
Poliwhirl,Blackthorn City,79
Weedle,Resort Area,43
Gloom,Pallet Town,28
Scyther,Lilycove City,48
Electabuzz,Striaton City,4
Dugtrio,Snowpoint City,56
Paras,Castelia City,2
Jigglypuff,Humilau City,72
Gengar,Dendemille Town,94
Growlithe,Aspertia City,85
Ivysaur,Cherrygrove City,21
Raticate,Nuvema Town,83
Zubat,Five Island,46
Magnemite,Fortree City,71
Eevee,Cianwood City,56
Alakazam,Cianwood City,9
Ekans,Virbank City,4
Kakuna,Sandgem Town,20
Parasect,Lavaridge Town,42
Golbat,Olivine City,88
Cubone,Safari Zone Gate,45
Kabutops,One Island,81
Magneton,New Bark Town,56
Onix,Safari Zone Gate,40
Tentacruel,Rustboro City,93
Kadabra,Viridian City,51
Blastoise,Dendemille Town,87
Parasect,Vaniville Town,73
Scyther,Sunyshore City,78
Slowbro,Anistar City,43
Poliwhirl,Hearthome City,26
Primeape,Eterna City,99
Staryu,Celestic Town,21
Golem,Black City,79
Gastly,Sandgem Town,37
Ivysaur,Azalea Town,25
Moltres,Fight Area,60
Kakuna,Pacifidlog Town,86
Diglett,Safari Zone Gate,96
Alakazam,Virbank City,75
Machamp,Celestic Town,93
Kangaskhan,Aquacorde Town,71
Jigglypuff,Nimbasa City,82
Porygon,Accumula Town,23
Graveler,Fallarbor Town,32
Nidorino,Viridian City,42
Eevee,Nuvema Town,89
Horsea,Black City,86
Slowpoke,Floaroma Town,22
Shellder,Verdanturf Town,84
Seaking,Mossdeep City,95
Gloom,Lavender Town,54
Vaporeon,Cyllage City,91
Onix,Floaroma Town,23
Weepinbell,Floaroma Town,20
Clefairy,Six Island,31
Bulbasaur,Verdanturf Town,8
Alakazam,Cianwood City,90
Voltorb,Pewter City,13
Magikarp,Nimbasa City,79
Charmander,Virbank City,93
Cubone,Slateport City,45
Machoke,Virbank City,36
Ninetales,Ever Grande City,78
Tentacool,Couriway Town,70
Nidoran,Seven Island,80
Dugtrio,Fuchsia City,28
Kabuto,Nimbasa City,91
Bellsprout,Saffron City,63
Chansey,Three Island,36
Doduo,Accumula Town,76
Venonat,Lavaridge Town,64
Charmander,Aspertia City,23
Bulbasaur,One Island,8
Hitmonlee,Anistar City,59
Nidoran,Vaniville Town,84
Kabutops,Dendemille Town,71
Staryu,Rustboro City,72
Doduo,Fallarbor Town,22
Raichu,Resort Area,47
Seaking,Lavender Town,50
Poliwag,New Bark Town,83
Arcanine,Lavender Town,65
Parasect,Anville Town,47
Voltorb,Canalave City,15
Growlithe,Snowbelle City,31
Lickitung,Viridian City,88
Venonat,Oldale Town,43
Seel,Snowpoint City,11
Tangela,Olivine City,62
Rhyhorn,White Forest,17
Dodrio,Nimbasa City,32
Mankey,One Island,45
Arcanine,Sootopolis City,31
Victreebel,Survival Area,9
Weezing,Cerulean City,14
Cloyster,Olivine City,99
Kabuto,Humilau City,79
Magneton,Sandgem Town,73
Machamp,Mauville City,79
Charmeleon,Santalune City,42
Snorlax,Fight Area,28
Dragonite,Humilau City,67
Venomoth,Snowbelle City,77
Charmander,Lavaridge Town,55
Gyarados,Snowbelle City,54
Venomoth,Humilau City,89
Machop,Nimbasa City,40
Tentacool,Survival Area,74
Electrode,Anistar City,97
Clefable,Ever Grande City,62
Oddish,Santalune City,56
Hypno,Santalune City,44
Squirtle,Safari Zone Gate,28
Machoke,Six Island,6
Metapod,Petalburg City,23
Wigglytuff,Santalune City,72
Weepinbell,Vaniville Town,88
Kingler,Survival Area,83
Dodrio,Sunyshore City,24
Dodrio,Azalea Town,11
Tauros,Pastoria City,28
Butterfree,Couriway Town,52
Electrode,Ambrette Town,79
Charmeleon,Oldale Town,18
Nidorino,Black City,11
Beedrill,Kiloude City,27
Pinsir,Jubilife City,60
Magneton,Kiloude City,22
Staryu,Driftveil City,13
Caterpie,Camphrier Town,59
Zubat,Four Island,33
Dugtrio,Snowbelle City,19
Starmie,Kiloude City,3
Mr.,Eterna City,8
Slowpoke,Azalea Town,35
Primeape,Geosenge Town,43
Snorlax,Four Island,46
Golbat,Celadon City,64
Kabuto,Azalea Town,61
Pidgeot,Sootopolis City,13
Scyther,Olivine City,12
Nidoran,Cinnabar Island,63
Cloyster,Vermilion City,27
Koffing,Lacunosa Town,50
Kangaskhan,Snowbelle City,97
Seaking,Anistar City,70
Muk,Azalea Town,29
Ditto,Undella Town,77
Marowak,Solaceon Town,16
Venomoth,Couriway Town,21
Machop,Nuvema Town,69
Hitmonchan,Rustboro City,98
Lickitung,Cianwood City,49
Dratini,Coumarine City,5
Ninetales,Fallarbor Town,39
Shellder,Vermilion City,5
Venonat,Aspertia City,64
Vaporeon,Accumula Town,23
Venonat,Petalburg City,47
Krabby,Lavaridge Town,44
Electrode,Pallet Town,24
Electrode,Blackthorn City,66
Voltorb,Oldale Town,93
Exeggcute,Twinleaf Town,8
Bulbasaur,Three Island,5
Weepinbell,Snowpoint City,34
Horsea,Lavaridge Town,73
Seel,Kiloude City,44
Pidgey,Driftveil City,18
Golbat,Snowpoint City,16
Vulpix,Santalune City,93
Dugtrio,Solaceon Town,92
Magnemite,Vaniville Town,56
Tauros,nil,32
Electabuzz,Celestic Town,93
Starmie,Sootopolis City,20
Tentacool,Sandgem Town,13
Magmar,Fuchsia City,24
Golbat,Virbank City,72
Rhydon,Azalea Town,87
Vaporeon,Lumiose City,41
Pidgeot,Santalune City,8
Abra,Couriway Town,9
Magnemite,Blackthorn City,55
Weedle,Ecruteak City,51
Machoke,Azalea Town,42
Wartortle,Six Island,6
Zapdos,Littleroot Town,20
Omastar,Snowbelle City,74
Ekans,Cianwood City,17
Dodrio,Blackthorn City,58
Charizard,Dewford Town,53
Pidgey,Pastoria City,19
Moltres,Accumula Town,85
Krabby,Two Island,86
Jigglypuff,Two Island,82
Ekans,Rustboro City,68
Flareon,Anville Town,66
Machoke,Viridian City,75
Doduo,Six Island,4
Nidoran,Olivine City,96
Abra,Geosenge Town,73
Chansey,Safari Zone Gate,44
Bulbasaur,Frontier Access,23
Nidoran,Vaniville Town,91
Kabutops,Hearthome City,63
Gengar,New Bark Town,34
Chansey,Fallarbor Town,91
Eevee,One Island,47
Rattata,Saffron City,83
Meowth,Slateport City,21
Voltorb,Couriway Town,62
Hypno,Mossdeep City,14
Hitmonchan,Hearthome City,2
Pikachu,Canalave City,44
Horsea,Floaroma Town,60
Charmeleon,Rustboro City,85
Ninetales,Hearthome City,68
Raticate,Verdanturf Town,76
Machamp,Eterna City,2
Omastar,Littleroot Town,69
Vileplume,Slateport City,15
Porygon,Lilycove City,21
Dragonair,Cianwood City,91
Butterfree,Pallet Town,79
Graveler,Cinnabar Island,63
Horsea,Icirrus City,7
Hitmonchan,Petalburg City,85
Psyduck,Vermilion City,36
Spearow,Opelucid City,18
Vileplume,Frontier Access,49
Dragonite,Icirrus City,54
Kabutops,Pastoria City,73
Nidoran,Cyllage City,57
Charmeleon,Four Island,74
Starmie,Anville Town,30
Haunter,Rustboro City,16
Kadabra,White Forest,97
Geodude,White Forest,61
Eevee,Three Island,27
Goldeen,Driftveil City,61
Starmie,Four Island,59
Rattata,Littleroot Town,97
Raichu,Frontier Access,52
Machoke,Mossdeep City,5
Horsea,Driftveil City,10
Vulpix,Two Island,25
Hitmonlee,Oldale Town,80
Doduo,Four Island,1
Persian,Black City,17
Vulpix,Lumiose City,81
Dragonair,Aspertia City,61
Arcanine,Sunyshore City,71
Farfetch'd,Humilau City,65
Scyther,Striaton City,91
Lapras,Anistar City,31
Magmar,Cerulean City,93
Dodrio,Santalune City,18
Weepinbell,Veilstone City,46
Weedle,Ambrette Town,82
Gyarados,Accumula Town,32
Arbok,Celestic Town,59
Pidgey,Dewford Town,73
Pikachu,Anistar City,6
Mankey,Frontier Access,61
Raichu,Rustboro City,54
Mr.,Kiloude City,27
Primeape,Olivine City,34
Dratini,Veilstone City,34
Pinsir,White Forest,53
Metapod,Humilau City,61
Omanyte,Pallet Town,31
Kabutops,Fight Area,2
Snorlax,Five Island,34
Ivysaur,Couriway Town,15
Parasect,Four Island,87
Rattata,Sandgem Town,83
Bellsprout,Four Island,40
Venonat,White Forest,75
Wigglytuff,Hearthome City,99
Tauros,Littleroot Town,77
Spearow,Icirrus City,2
Oddish,Fuchsia City,47
Arbok,Mahogany Town,65
Magnemite,Hearthome City,75
Hitmonlee,Twinleaf Town,4
Doduo,Violet City,16
Nidoran,Humilau City,28
Charmander,Virbank City,95
Hitmonchan,Three Island,22
Venomoth,Cianwood City,20
Krabby,Virbank City,20
Goldeen,Cinnabar Island,61
Meowth,Survival Area,83
Gengar,Azalea Town,30
Ninetales,White Forest,25
Oddish,Mistralton City,28
Diglett,Goldenrod City,78
Ekans,Veilstone City,98
Spearow,Icirrus City,34
Krabby,Ecruteak City,96
Kakuna,Frontier Access,77
Rhydon,Oldale Town,97
Golduck,Mahogany Town,21
Clefairy,Humilau City,81
Ponyta,White Forest,29
Farfetch'd,Shalour City,20
Cubone,Cerulean City,31
Hitmonlee,Humilau City,62
Slowpoke,Floaroma Town,79
Poliwag,Slateport City,91
Mr.,Mauville City,80
Kakuna,Cerulean City,15
Nidorina,Fight Area,4
Cubone,Lilycove City,41
Rapidash,Mistralton City,97
Golem,Kiloude City,4
Fearow,Lentimas Town,72
Rattata,Nimbasa City,9
Ninetales,Mossdeep City,95
Omanyte,Two Island,64
Pidgey,Sandgem Town,49
Wigglytuff,Violet City,18
Scyther,Viridian City,83
Nidoqueen,Geosenge Town,67
Weedle,Fallarbor Town,20
Raticate,Opelucid City,52
Kangaskhan,Floccesy Town,57
Nidoran,Camphrier Town,96
Bulbasaur,Snowpoint City,40
Pinsir,Five Island,26
Wigglytuff,Fortree City,4
Poliwag,Anville Town,70
Pidgeot,Petalburg City,65
Charmander,Olivine City,61
Charmander,Undella Town,92
Staryu,Eterna City,88
Tentacool,Fight Area,9
Electrode,Lavaridge Town,69
Hypno,Seven Island,48
Seel,New Bark Town,38
Weedle,Ever Grande City,44
Nidorina,Cinnabar Island,64
Dragonite,Celestic Town,71
Staryu,Couriway Town,44
Charizard,Fallarbor Town,45
Scyther,Resort Area,8
Pidgey,Canalave City,37
Dodrio,Accumula Town,39
Seel,Snowpoint City,72
Cloyster,Laverre City,10
Gyarados,Blackthorn City,65
Squirtle,Black City,76
Farfetch'd,Vaniville Town,96
Dewgong,One Island,96
Kadabra,Floccesy Town,15
Jynx,nil,16
Moltres,Floaroma Town,84
Seel,Floccesy Town,84
Starmie,Snowbelle City,8
Nidoran,Virbank City,98
Aerodactyl,Oreburgh City,86
Jigglypuff,New Bark Town,64
Weepinbell,Ever Grande City,81
Geodude,Anville Town,45
Nidoran,White Forest,31
Arbok,Slateport City,93
Ponyta,White Forest,69
Bellsprout,Vermilion City,7
Slowpoke,Five Island,32
Dugtrio,Floaroma Town,46
Nidoking,Ever Grande City,92
Golduck,Veilstone City,30
Tangela,Dewford Town,80
Moltres,Nacrene City,26
Porygon,Slateport City,28
Dugtrio,Canalave City,61
Staryu,White Forest,38
Hitmonlee,Nacrene City,63
Pidgeot,Pewter City,65
Wigglytuff,Nimbasa City,9
Wartortle,Lentimas Town,67
Staryu,nil,42
Poliwag,Sandgem Town,68
Flareon,Mahogany Town,9
Rapidash,Humilau City,78
Nidoran,Oreburgh City,83
Magmar,Frontier Access,8
Ekans,Nuvema Town,26
Nidoran,Shalour City,3
Tauros,Geosenge Town,46
Gloom,Pacifidlog Town,68
Ekans,Nacrene City,19
Kakuna,Resort Area,62
Exeggutor,Hearthome City,84
Paras,Five Island,15
Electabuzz,Pallet Town,16
Fearow,Rustboro City,26
Poliwag,Oreburgh City,10
Weedle,Icirrus City,22
Eevee,Vermilion City,79
Nidorino,Twinleaf Town,33
Diglett,Celadon City,77
Kabutops,Icirrus City,49
Gastly,Sootopolis City,9
Arcanine,nil,44
Slowpoke,Pewter City,20
Poliwag,New Bark Town,14
Nidoran,Mauville City,72
Scyther,Lavender Town,30
Tentacool,New Bark Town,25
Staryu,Dewford Town,95
Beedrill,Castelia City,99
Grimer,Camphrier Town,89
Omastar,Olivine City,3
Kangaskhan,Shalour City,48
Zapdos,Seven Island,33
Abra,Couriway Town,66
Nidorino,Geosenge Town,45
Venomoth,Sunyshore City,1
Weezing,Mistralton City,70
Magneton,Oldale Town,79
Diglett,Pallet Town,55
Vulpix,Coumarine City,86
Poliwag,Dendemille Town,50
Omastar,Verdanturf Town,49
Nidorina,Oldale Town,22
Abra,Icirrus City,27
Golduck,Hearthome City,94
Charmander,Dewford Town,92
Wigglytuff,Aquacorde Town,45
Kabuto,White Forest,4
Poliwag,Camphrier Town,82
Staryu,Verdanturf Town,76
Koffing,Lumiose City,3
Diglett,Icirrus City,49
Kabutops,Aspertia City,94
Grimer,Verdanturf Town,44
Mr.,Azalea Town,19
Articuno,Petalburg City,27
Oddish,Pacifidlog Town,72
Hitmonlee,Sunyshore City,47
Nidoking,Saffron City,35
Raticate,Nacrene City,19
Primeape,Olivine City,18
Lickitung,Cianwood City,59
Spearow,Veilstone City,89
Electrode,Shalour City,61
Ninetales,Nacrene City,98
Bulbasaur,Jubilife City,4
Kangaskhan,Castelia City,17
Electrode,Azalea Town,89
Machop,Cinnabar Island,5
Caterpie,New Bark Town,87
Machop,Virbank City,16
Wartortle,Castelia City,44
Nidoqueen,Aquacorde Town,3
Dragonair,Fortree City,42
Seel,Dendemille Town,39
Haunter,Accumula Town,38
Pidgeotto,Laverre City,19
Slowbro,Six Island,68
Graveler,Safari Zone Gate,82
Pikachu,Viridian City,91
Spearow,Goldenrod City,55
Dratini,Santalune City,55
Scyther,Cherrygrove City,91
Kabutops,Sootopolis City,80
Fearow,Anistar City,62
Weepinbell,One Island,39
Koffing,Santalune City,94
Victreebel,Pastoria City,16
Voltorb,Accumula Town,36
Mankey,Aquacorde Town,41
Golduck,Vermilion City,66
Butterfree,Viridian City,73
Krabby,Laverre City,71
Dugtrio,Sootopolis City,21
Omastar,Viridian City,13
Vulpix,Seven Island,64
Grimer,Shalour City,79
Poliwhirl,Lacunosa Town,76
Krabby,Three Island,6
Poliwag,Celadon City,76
Dragonite,Ever Grande City,95
Farfetch'd,Vermilion City,7
Rhydon,White Forest,7
Squirtle,Lilycove City,49
Dratini,Four Island,42
Abra,Castelia City,75
Rattata,Veilstone City,81
Vileplume,Canalave City,9
Dragonair,Aquacorde Town,46
Drowzee,Humilau City,25
Sandshrew,Camphrier Town,26
Charmeleon,Striaton City,59
Slowbro,Three Island,17
Fearow,New Bark Town,79
Primeape,Petalburg City,28
Dodrio,Olivine City,87
Caterpie,Anistar City,90
Flareon,Fuchsia City,80
Nidoran,Lacunosa Town,51
Hitmonlee,Cyllage City,52
Charmeleon,Accumula Town,90
Charizard,Kiloude City,10
Dratini,Safari Zone Gate,1
Seel,Undella Town,29
Nidorina,Santalune City,53
Starmie,Cerulean City,30
Vulpix,Oldale Town,47
Poliwhirl,Sootopolis City,82
Charmander,Resort Area,64
Diglett,Ever Grande City,95
Kabuto,Cinnabar Island,11
Golem,Slateport City,62
Golem,Littleroot Town,18
Diglett,Blackthorn City,58
Hitmonchan,Blackthorn City,78
Exeggutor,Black City,22
Goldeen,Ever Grande City,3
Nidoqueen,Four Island,58
Drowzee,Littleroot Town,29
Omanyte,Black City,86
Sandshrew,Aspertia City,24
Zubat,Lavender Town,70
Ponyta,Celestic Town,75
Rhydon,Black City,99
Dragonair,Mossdeep City,54
Sandslash,Verdanturf Town,12
Parasect,Snowpoint City,42
Ponyta,Nacrene City,28
Exeggutor,Celestic Town,61
Articuno,Cerulean City,37
Psyduck,Mistralton City,75
Wigglytuff,Nacrene City,49
Charmander,Undella Town,80
Venonat,Oldale Town,27
Bellsprout,Blackthorn City,87
Ninetales,Oldale Town,66
Wartortle,Couriway Town,24
Cubone,Humilau City,77
Seadra,Floccesy Town,76
Venomoth,Nacrene City,70
Aerodactyl,Accumula Town,86
Ninetales,Mossdeep City,75
Kangaskhan,Striaton City,24
Flareon,Nuvema Town,68
Ditto,Celestic Town,99
Meowth,Littleroot Town,8
Moltres,Kiloude City,95
Diglett,Lavaridge Town,64
Vulpix,Snowpoint City,69
Wartortle,Six Island,71
Kangaskhan,Goldenrod City,66
Doduo,Couriway Town,44
Nidorina,Two Island,11
Dragonair,Ambrette Town,54
Exeggutor,Ambrette Town,10
Nidoran,Sandgem Town,21
Kakuna,Sootopolis City,85
Kabutops,Mahogany Town,20
Arcanine,Sootopolis City,86
Ninetales,Cherrygrove City,92
Alakazam,nil,4
Nidoran,Safari Zone Gate,46
Snorlax,Two Island,92
Machamp,Aquacorde Town,21
Paras,Mistralton City,73
Poliwag,Striaton City,38
Sandshrew,Black City,46
Raichu,Ever Grande City,70
Jigglypuff,Driftveil City,14
Dodrio,Driftveil City,99
Articuno,New Bark Town,20
Charizard,Dendemille Town,32
Fearow,Survival Area,95
Pinsir,Three Island,8
Rhyhorn,Viridian City,96
Abra,Sunyshore City,52
Psyduck,Hearthome City,83
Nidoran,Olivine City,26
Tentacool,Shalour City,95
Ditto,Cherrygrove City,25
Electabuzz,Eterna City,51
Diglett,Lilycove City,5
Bulbasaur,Olivine City,43
Hypno,Veilstone City,63
Tangela,Resort Area,77
Seadra,Ambrette Town,11
Dragonair,Anville Town,14
Graveler,One Island,64
Tentacool,Pastoria City,5
Nidoqueen,Cyllage City,43
Haunter,Six Island,73
Pidgeotto,Dendemille Town,73
Weedle,Nacrene City,13
Clefable,Accumula Town,48
Kangaskhan,Lacunosa Town,79
Golem,Oldale Town,37
Fearow,Safari Zone Gate,51
Poliwrath,Undella Town,41
Golem,Black City,52
Dewgong,Solaceon Town,87
Haunter,Oreburgh City,43
Golduck,Saffron City,16
Victreebel,Vermilion City,37
Magikarp,Snowpoint City,54
Poliwag,Two Island,81
Raticate,Lavaridge Town,75
Tentacruel,Pewter City,99
Nidoqueen,Slateport City,62
Starmie,Mauville City,74
Zubat,Snowbelle City,79
Meowth,Lentimas Town,13
Vulpix,Viridian City,66
Bellsprout,Saffron City,22
Mankey,Cinnabar Island,44
Pidgeot,Nacrene City,4
Beedrill,Sunyshore City,3
Ponyta,Canalave City,3
Growlithe,Olivine City,31
Nidoking,Nuvema Town,38
Raichu,Coumarine City,9
Zubat,Opelucid City,50
Cloyster,Accumula Town,70
Mewtwo,Shalour City,85
Metapod,Lavaridge Town,66
Pidgeot,Mossdeep City,45
Nidorino,Fuchsia City,26
Exeggutor,Sandgem Town,62
Koffing,Castelia City,39
Persian,Four Island,40
Voltorb,Ecruteak City,89
Ponyta,Mauville City,58
Porygon,Vaniville Town,65
Drowzee,Fuchsia City,52
Kabuto,Fallarbor Town,11
Dugtrio,Frontier Access,28
Electabuzz,Verdanturf Town,60
Seel,Littleroot Town,75
Sandslash,Azalea Town,42
Oddish,Cerulean City,34
Marowak,Coumarine City,19
Marowak,Five Island,48
Lapras,Blackthorn City,46
Voltorb,nil,90
Nidoqueen,Rustboro City,51
Slowbro,Pacifidlog Town,70
Dodrio,Couriway Town,53
Seel,Mahogany Town,28
Wartortle,Anville Town,6
Metapod,Dewford Town,67
Tauros,Lavaridge Town,5
Poliwag,Virbank City,17
Primeape,Seven Island,24
Magikarp,Fortree City,5
Dratini,Viridian City,41
Dugtrio,Four Island,46
Weezing,Lavaridge Town,31
Machop,Mahogany Town,24
Tentacool,Driftveil City,2
Alakazam,Cerulean City,1
Pidgey,Cyllage City,95
Gastly,Couriway Town,71
Dragonair,Oreburgh City,52
Electrode,Survival Area,28
Dratini,Dendemille Town,25
Poliwrath,Eterna City,30
Weepinbell,One Island,87
Lickitung,Pewter City,52
Poliwag,Accumula Town,82
Ekans,Lavender Town,28
Electrode,Cerulean City,37
Weedle,Coumarine City,93
Growlithe,Pacifidlog Town,45
Aerodactyl,Vaniville Town,13
Aerodactyl,Anville Town,4
Rapidash,Virbank City,43
Vaporeon,Couriway Town,38
Machop,One Island,72
Pikachu,Solaceon Town,61
Psyduck,Lavaridge Town,64
Farfetch'd,Kiloude City,34
Rhydon,Verdanturf Town,53
Pidgey,Coumarine City,6
Staryu,Olivine City,27
Pikachu,Couriway Town,62
Articuno,Coumarine City,23
Electabuzz,Mossdeep City,41
Voltorb,Cianwood City,60
Grimer,Lacunosa Town,85
Ekans,Frontier Access,61
Rhydon,White Forest,69
Graveler,Six Island,48
Lickitung,Celestic Town,13
Fearow,Mistralton City,55
Jynx,Rustboro City,23
Gloom,Cinnabar Island,88
Charizard,Icirrus City,20
Bulbasaur,Hearthome City,6
Kakuna,Black City,72
Nidorina,Frontier Access,98
Shellder,Blackthorn City,65
Mr.,Slateport City,70
Exeggcute,Couriway Town,75
Cloyster,Vermilion City,16
Zubat,Mauville City,58
Gloom,Eterna City,52
Electrode,Aquacorde Town,72
Omanyte,Mauville City,57
Abra,nil,61
Dugtrio,Anistar City,27
Drowzee,Oldale Town,80
Caterpie,Santalune City,22
Alakazam,Black City,16
Aerodactyl,White Forest,45
Wartortle,White Forest,2
Ponyta,Camphrier Town,38
Magmar,Santalune City,25
Wigglytuff,New Bark Town,7
Ninetales,Dewford Town,34
Marowak,Veilstone City,76
Arcanine,Vermilion City,96
Kabutops,Lilycove City,52
Doduo,Nuvema Town,23
Exeggcute,Dewford Town,75
Raticate,Dendemille Town,72
Venusaur,Safari Zone Gate,71
